,Date,Temperature,Average humidity (%,Average dewpoint (°F,Average barometer (in,Average windspeed (mph,Average gustspeed (mph,Average direction (°deg,Rainfall for month (in,Rainfall for year (in,Maximum rain per minute,Maximum temperature (°F,Minimum temperature (°F,Maximum humidity (%,Minimum humidity (%,Maximum pressure,Minimum pressure,Maximum windspeed (mph,Maximum gust speed (mph,Maximum heat index (°F,Month,diff_pressure
3226,2022-03-09,56.0,47.0,33.9,29.8,1.4,2.5,282.0,0.0,5.33,0.0,73.2,73.2,71.0,16.0,29.884,29.685,12.7,18.4,76.4,9,0.1990000000000016
3227,2022-04-09,54.0,60.0,37.9,29.8,2.0,3.4,281.0,0.21,5.54,0.0,74.9,74.9,85.0,19.0,29.996,29.675,20.7,31.1,76.9,9,0.3209999999999979
3228,2022-05-09,53.8,72.0,44.7,30.0,2.3,3.9,282.0,0.21,5.54,0.0,65.6,65.6,88.0,49.0,30.1,29.869,13.8,16.1,65.6,9,0.2310000000000016
3229,2022-06-09,51.8,74.0,43.0,30.1,1.7,2.9,283.0,0.65,5.98,0.0,68.1,68.1,92.0,41.0,30.218,29.958,13.8,20.7,77.5,9,0.2600000000000015
3230,2022-07-09,53.0,70.0,41.8,30.0,1.9,3.5,282.0,0.66,5.99,0.0,70.1,70.1,93.0,34.0,30.264,29.909,16.1,19.6,77.5,9,0.3550000000000004
3231,2022-08-09,57.7,55.0,37.8,29.8,2.5,4.2,282.0,0.66,5.99,0.0,75.8,75.8,94.0,17.0,30.024,29.585,16.1,26.5,76.8,9,0.439
3232,2022-09-09,62.8,36.0,33.5,29.6,3.3,5.1,282.0,0.66,5.99,0.0,77.2,77.2,58.0,17.0,29.768,29.545,15.0,26.5,77.1,9,0.2229999999999989
3233,2022-10-09,59.5,37.0,28.3,29.7,1.9,3.2,282.0,0.66,5.99,0.0,87.2,87.2,71.0,7.0,29.877,29.59,13.8,19.6,83.7,9,0.286999999999999
3234,2022-09-13,73.4,10.0,12.5,29.5,7.4,11.0,281.0,0.66,5.99,0.0,83.2,83.2,22.0,6.0,29.595,29.413,19.6,26.5,80.5,9,0.1819999999999986
3235,2022-09-14,69.1,12.0,12.2,29.6,5.2,8.4,281.0,0.66,5.99,0.0,81.6,81.6,35.0,5.0,29.754,29.499,17.3,19.6,79.3,9,0.2550000000000025
3236,2022-09-15,63.1,25.0,22.9,29.7,2.6,4.5,281.0,0.66,5.99,0.0,81.8,81.8,54.0,9.0,29.846,29.562,11.5,17.3,79.4,9,0.2839999999999989
3237,2022-09-16,64.8,29.0,28.3,29.6,4.0,6.2,280.0,0.66,5.99,0.0,83.8,83.8,57.0,10.0,29.807,29.511,18.4,24.2,80.9,9,0.2959999999999994
3238,2022-09-17,64.8,31.0,31.4,29.6,2.9,4.8,281.0,0.66,5.99,0.0,82.4,82.4,51.0,15.0,29.736,29.534,18.4,20.7,79.9,9,0.2022000000000017
3239,2022-09-18,62.4,42.0,35.2,29.6,3.7,5.8,281.0,0.66,5.99,0.0,83.6,83.6,74.0,12.0,29.802,29.497,21.9,29.9,80.8,9,0.3049999999999997
3240,2022-09-19,61.0,43.0,35.4,29.5,4.1,6.6,281.0,0.67,6.0,0.0,79.6,79.6,77.0,12.0,29.656,29.401,18.4,26.5,78.2,9,0.254999999999999
3241,2022-09-20,60.1,37.0,28.4,29.5,4.9,8.1,282.0,0.67,6.0,0.0,72.7,72.7,80.0,11.0,29.866,29.398,20.7,33.4,74.8,9,0.4679999999999999
3242,2022-09-21,50.2,58.0,34.3,30.0,2.3,4.0,282.0,0.67,6.0,0.0,68.4,68.4,86.0,33.0,30.134,29.808,12.7,18.4,76.9,9,0.3260000000000005
3243,2022-09-22,55.6,33.0,17.3,29.9,3.7,5.8,282.0,0.67,6.0,0.0,77.0,77.0,80.0,8.0,30.094,29.719,17.3,25.3,75.8,9,0.375
3244,2022-09-23,57.5,25.0,20.2,29.7,3.6,5.7,282.0,0.67,6.0,0.0,75.8,75.8,47.0,13.0,29.906,29.517,19.6,29.9,75.8,9,0.3889999999999993
3245,2022-09-24,55.5,41.0,31.1,29.6,6.8,10.0,282.0,0.68,6.01,0.0,68.1,68.1,69.0,20.0,29.695,29.414,25.3,34.5,73.8,9,0.2809999999999988
3246,2022-09-25,47.6,40.0,22.8,29.9,4.5,7.4,282.0,0.68,6.01,0.0,59.2,59.2,70.0,18.0,30.158,29.618,19.6,27.6,59.2,9,0.5400000000000027
3247,2022-09-26,48.1,39.0,17.2,30.0,2.2,3.9,282.0,0.68,6.01,0.0,69.1,69.1,86.0,7.0,30.248,29.739,11.5,18.4,70.7,9,0.5090000000000003
3248,2022-09-27,58.0,18.0,14.2,29.7,5.3,8.5,282.0,0.68,6.01,0.0,73.5,73.5,38.0,12.0,29.829,29.552,15.0,21.9,74.5,9,0.277000000000001
3249,2022-09-28,39.4,71.0,30.3,29.9,2.3,4.3,282.0,0.68,6.01,0.0,47.6,47.6,86.0,38.0,30.089,29.746,12.7,18.4,47.6,9,0.3429999999999999
3250,2022-09-29,57.6,33.0,20.9,29.7,4.9,7.2,282.0,0.68,6.01,0.0,78.3,78.3,88.0,9.0,29.98,29.484,21.9,28.8,76.8,9,0.4959999999999986
3251,2022-09-30,53.7,46.0,28.6,29.7,4.9,6.9,282.0,0.68,6.01,0.0,75.8,75.8,80.0,7.0,29.84,29.44,20.7,32.2,76.5,9,0.3999999999999986
3252,2022-01-10,56.7,42.0,32.4,29.7,3.8,5.6,286.0,0.0,6.01,0.0,70.9,70.9,77.0,21.0,29.991,29.362,17.3,24.2,75.0,10,0.6290000000000013
3253,2022-02-10,60.4,46.0,39.4,29.6,7.2,10.9,282.0,0.0,6.01,0.0,67.3,67.3,63.0,35.0,29.717,29.385,19.6,28.8,67.3,10,0.3319999999999972
3254,2022-03-10,59.8,46.0,37.9,29.5,8.3,12.2,282.0,0.0,6.01,0.0,72.3,72.3,70.0,25.0,29.877,29.37,20.7,34.5,76.3,10,0.5069999999999979
3255,2022-04-10,48.6,58.0,33.0,29.7,7.5,11.3,282.0,0.04,6.05,0.0,59.2,59.2,84.0,26.0,29.892,29.525,28.8,46.0,59.2,10,0.3670000000000009
3256,2022-05-10,50.0,54.0,32.6,29.6,7.8,11.6,282.0,0.05,6.06,0.0,62.0,62.0,92.0,27.0,29.877,29.477,24.2,34.5,62.0,10,0.3999999999999986
3257,2022-06-10,38.7,84.0,34.1,29.8,1.6,3.0,282.0,0.14,6.15,0.0,46.0,46.0,92.0,65.0,29.971,29.716,10.4,11.5,46.0,10,0.254999999999999
3258,2022-07-10,38.6,87.0,34.9,29.7,2.3,3.9,282.0,0.16,6.17,0.0,50.7,50.7,93.0,58.0,29.828,29.576,10.4,13.8,50.7,10,0.2519999999999989
3259,2022-08-10,32.6,91.0,30.1,29.8,2.1,3.6,283.0,0.22,6.23,0.0,36.0,36.0,93.0,85.0,29.934,29.724,9.2,12.7,36.0,10,0.2100000000000008
3260,2022-09-10,31.2,89.0,28.3,29.9,1.8,3.0,283.0,0.23,6.24,0.0,36.2,36.2,92.0,76.0,29.941,29.812,10.4,13.8,36.2,10,0.1289999999999977
3261,2022-10-10,26.5,89.0,23.7,30.0,1.7,2.9,283.0,0.29,6.3,0.0,30.0,30.0,92.0,86.0,30.116,29.853,6.9,8.1,30.0,10,0.2629999999999981
3262,2022-11-10,33.3,77.0,26.3,30.0,1.8,3.0,283.0,0.54,6.55,0.0,49.1,49.1,90.0,51.0,30.143,29.753,9.2,17.3,49.1,10,0.3900000000000005
3263,2022-12-10,44.1,39.0,19.3,29.8,8.5,12.6,282.0,0.54,6.55,0.0,55.7,55.7,85.0,22.0,29.9,29.646,20.7,29.9,55.7,10,0.2539999999999978
3264,2022-10-13,46.3,37.0,18.3,29.6,8.3,11.9,282.0,0.56,6.57,0.0,56.3,56.3,89.0,20.0,29.825,29.412,20.7,25.3,56.3,10,0.4130000000000002
3265,2022-10-14,17.9,83.0,13.7,30.2,1.5,2.5,288.0,0.72,6.73,0.0,25.0,25.0,89.0,78.0,30.567,29.531,8.1,11.5,25.0,10,1.0360000000000014
3266,2022-10-15,19.9,69.0,10.8,30.5,1.1,1.7,283.0,0.83,6.84,0.0,42.1,42.1,82.0,41.0,30.811,30.4,8.1,10.4,42.1,10,0.4110000000000013
3267,2022-10-16,31.1,68.0,20.6,30.4,1.0,1.7,283.0,0.83,6.84,0.0,49.8,49.8,87.0,39.0,30.577,30.297,9.2,11.5,49.8,10,0.2800000000000011
3268,2022-10-17,34.7,69.0,24.5,30.4,1.1,2.2,283.0,0.84,6.85,0.0,50.5,50.5,90.0,41.0,30.57,30.212,8.1,12.7,50.5,10,0.3580000000000005
3269,2022-10-18,40.3,59.0,23.4,30.1,2.2,3.6,283.0,0.85,6.86,0.0,62.1,62.1,91.0,16.0,30.336,29.917,12.7,20.7,62.1,10,0.4189999999999969
3270,2022-10-19,44.9,46.0,22.9,30.1,2.2,3.9,283.0,0.85,6.86,0.0,60.1,60.1,79.0,18.0,30.321,29.915,10.4,16.1,60.1,10,0.4060000000000023
3271,2022-10-20,40.7,56.0,23.0,30.3,1.2,2.2,283.0,0.85,6.86,0.0,61.5,61.5,87.0,21.0,30.492,30.101,8.1,11.5,61.5,10,0.3910000000000018
3272,2022-10-21,48.9,43.0,24.1,30.0,5.0,7.7,282.0,0.85,6.86,0.0,67.1,67.1,83.0,19.0,30.125,29.753,17.3,26.5,67.1,10,0.3719999999999999
3273,2022-10-22,45.3,55.0,27.6,30.0,1.5,2.7,282.0,0.85,6.86,0.0,66.1,66.1,87.0,21.0,30.154,29.882,8.1,12.7,66.1,10,0.2719999999999984
3274,2022-10-23,43.8,65.0,31.2,30.0,1.7,2.9,282.0,0.85,6.86,0.0,62.4,62.4,85.0,20.0,30.081,29.789,10.4,12.7,62.4,10,0.291999999999998
3275,2022-10-24,45.9,53.0,27.5,29.8,2.7,4.6,282.0,0.85,6.86,0.0,57.3,57.3,81.0,23.0,29.947,29.71,12.7,19.6,57.2,10,0.2369999999999983
3276,2022-10-25,46.7,40.0,22.7,29.8,4.5,7.2,283.0,0.85,6.86,0.0,61.8,61.8,60.0,19.0,29.933,29.682,13.8,19.6,61.8,10,0.2510000000000012
3277,2022-10-26,48.4,35.0,21.6,29.8,9.7,14.4,283.0,0.85,6.86,0.0,58.7,58.7,48.0,19.0,29.979,29.759,20.7,31.1,58.7,10,0.2199999999999988
3278,2022-10-27,53.3,37.0,26.6,29.8,10.3,14.8,282.0,0.85,6.86,0.0,64.5,64.5,78.0,24.0,29.935,29.65,28.8,38.0,64.5,10,0.2850000000000001
3279,2022-10-28,49.4,48.0,25.2,29.9,5.3,7.6,282.0,0.85,6.86,0.0,67.3,67.3,90.0,19.0,30.04,29.663,18.4,25.3,67.3,10,0.3769999999999989
3280,2022-10-29,56.1,21.0,16.0,29.6,8.5,12.4,282.0,0.86,6.87,0.0,66.8,66.8,59.0,13.0,29.731,29.402,26.5,39.1,66.8,10,0.3290000000000006
3281,2022-10-30,31.5,87.0,28.2,29.9,1.9,3.1,275.0,0.99,7.0,0.0,40.3,40.3,92.0,60.0,30.121,29.623,9.2,16.1,40.2,10,0.4979999999999975
3282,2022-10-31,30.8,75.0,22.8,30.0,2.1,3.3,262.0,1.25,7.26,0.0,40.2,40.2,92.0,22.0,30.221,29.834,16.1,26.5,40.2,10,0.3870000000000004
3283,2022-01-11,36.5,46.0,17.6,29.9,7.1,10.4,283.0,0.0,7.26,0.0,43.6,43.6,63.0,34.0,29.972,29.812,19.6,26.5,43.6,11,0.1600000000000001
3284,2022-02-11,43.6,51.0,26.3,29.7,9.8,14.8,283.0,0.02,7.28,0.0,51.0,51.0,77.0,34.0,29.907,29.459,28.8,42.6,51.0,11,0.4480000000000004
3285,2022-03-11,35.8,62.0,23.5,29.8,4.5,6.9,283.0,0.02,7.28,0.0,46.8,46.8,84.0,27.0,30.064,29.504,21.9,31.1,46.8,11,0.5599999999999987
3286,2022-04-11,36.1,52.0,20.1,29.7,8.3,12.6,282.0,0.02,7.28,0.0,41.3,41.3,73.0,43.0,29.994,29.478,26.5,34.5,41.3,11,0.5159999999999982
3287,2022-05-11,34.5,48.0,15.9,29.7,7.4,11.4,283.0,0.02,7.28,0.0,40.9,40.9,80.0,27.0,29.831,29.546,20.7,36.8,40.9,11,0.2850000000000001
3288,2022-06-11,30.1,46.0,10.5,30.0,6.2,9.3,283.0,0.02,7.28,0.0,38.0,38.0,76.0,23.0,30.115,29.827,20.7,32.2,38.0,11,0.2879999999999967
3289,2022-07-11,26.1,57.0,10.8,30.1,3.5,5.2,283.0,0.02,7.28,0.0,38.3,38.3,80.0,22.0,30.231,29.989,17.3,25.3,38.3,11,0.2420000000000008
3290,2022-10-11,34.6,34.0,3.3,29.9,8.3,11.9,283.0,0.02,7.28,0.0,45.4,45.4,82.0,11.0,30.382,29.721,27.6,34.5,45.4,11,0.6610000000000014
3291,2022-11-11,17.3,81.0,12.6,30.3,2.8,4.3,283.0,0.02,7.28,0.0,24.1,24.1,84.0,77.0,30.545,29.956,10.4,13.8,24.1,11,0.5890000000000022
3292,2022-12-11,14.2,63.0,2.4,30.6,2.3,3.7,283.0,0.09,7.35,0.0,26.9,26.9,82.0,27.0,30.746,30.483,16.1,20.7,26.9,11,0.2629999999999981
3293,2022-11-15,41.3,29.0,10.7,29.9,6.7,9.8,283.0,0.1,7.36,0.0,53.1,53.1,57.0,19.0,30.456,29.857,20.7,32.2,53.1,11,0.5990000000000002
3294,2022-11-16,41.3,30.0,10.1,29.8,6.3,9.1,282.0,0.1,7.36,0.0,54.5,54.5,73.0,14.0,29.954,29.639,19.6,26.5,54.5,11,0.3150000000000013
3295,2022-11-17,20.6,85.0,16.7,30.2,2.7,4.5,283.0,0.11,7.37,0.0,30.6,30.6,91.0,73.0,30.426,29.879,8.1,11.5,30.6,11,0.546999999999997
3296,2022-11-18,22.0,47.0,0.6,30.3,7.0,10.0,283.0,0.21,7.47,0.0,39.9,39.9,83.0,17.0,30.619,29.939,23.0,28.8,39.9,11,0.6799999999999997
3297,2022-11-19,31.2,36.0,4.6,30.1,5.4,7.8,283.0,0.21,7.47,0.0,43.9,43.9,74.0,16.0,30.264,29.949,19.6,28.8,43.9,11,0.3149999999999977
3298,2022-11-20,33.2,43.0,9.7,30.2,3.6,5.4,282.0,0.21,7.47,0.0,50.8,50.8,79.0,17.0,30.3,29.952,12.7,19.6,50.8,11,0.347999999999999
3299,2022-11-21,34.8,36.0,7.1,30.2,3.7,5.3,283.0,0.21,7.47,0.0,52.6,52.6,71.0,14.0,30.387,29.917,16.1,19.6,52.6,11,0.4699999999999988
3300,2022-11-22,40.9,31.0,9.9,29.7,7.4,10.9,283.0,0.21,7.47,0.0,49.8,49.8,72.0,13.0,29.936,29.52,20.7,28.8,49.8,11,0.4160000000000003
3301,2022-11-23,34.8,42.0,13.8,29.6,16.4,23.8,283.0,0.21,7.47,0.0,39.5,39.5,69.0,27.0,29.722,29.491,31.1,47.2,39.5,11,0.2310000000000016
3302,2022-11-24,30.8,63.0,19.2,29.5,7.8,11.7,283.0,0.22,7.48,0.0,38.0,38.0,87.0,43.0,29.967,29.329,20.7,40.3,38.0,11,0.6379999999999981
3303,2022-11-25,24.8,39.0,2.7,30.2,6.0,9.1,283.0,0.23,7.49,0.0,31.9,31.9,56.0,24.0,30.289,29.965,19.6,29.9,31.9,11,0.3240000000000016
3304,2022-11-26,32.6,29.0,3.3,30.1,11.1,15.9,283.0,0.23,7.49,0.0,43.8,43.8,36.0,22.0,30.197,29.919,23.0,33.4,43.8,11,0.2779999999999987
3305,2022-11-27,39.1,29.0,8.8,29.8,10.2,14.7,283.0,0.23,7.49,0.0,45.7,45.7,41.0,19.0,29.976,29.543,23.0,34.5,45.7,11,0.4329999999999998
3306,2022-11-28,39.5,42.0,17.8,29.6,13.3,18.6,282.0,0.23,7.49,0.0,44.5,44.5,57.0,32.0,29.645,29.482,32.2,43.7,44.5,11,0.1630000000000002
3307,2022-01-12,28.4,38.0,5.4,29.6,12.3,17.8,283.0,0.0,7.52,0.0,34.1,34.1,50.0,27.0,29.727,29.414,26.5,33.4,34.1,12,0.3129999999999988
3308,2022-02-12,20.4,54.0,5.4,29.9,2.4,4.2,283.0,0.0,7.52,0.0,30.6,30.6,84.0,28.0,30.13,29.709,12.7,18.4,30.6,12,0.4209999999999994
3309,2022-03-12,12.7,77.0,6.8,30.3,0.7,1.3,283.0,0.08,7.6,0.0,26.3,26.3,84.0,60.0,30.506,30.05,9.2,11.5,26.3,12,0.4559999999999995
3310,2022-04-12,18.8,36.0,-5.3,30.3,13.1,19.0,283.0,0.08,7.6,0.0,26.4,26.4,81.0,14.0,30.462,30.156,24.2,40.3,26.4,12,0.3060000000000009
3311,2022-10-12,40.0,12.0,-10.5,30.0,5.7,8.1,282.0,0.08,7.6,0.0,51.6,51.6,46.0,6.0,30.108,29.764,17.3,24.2,51.6,12,0.3440000000000012
3312,2022-11-12,39.5,19.0,-1.2,29.8,12.4,17.9,282.0,0.08,7.6,0.0,45.2,45.2,28.0,8.0,29.986,29.677,28.8,40.3,45.2,12,0.309000000000001
3313,2022-12-12,36.1,27.0,4.1,29.6,12.6,17.1,283.0,0.08,7.6,0.0,39.3,39.3,51.0,17.0,29.721,29.53,26.5,36.8,39.3,12,0.1909999999999989
3314,2022-12-13,33.8,23.0,-1.6,30.2,5.3,8.1,283.0,0.08,7.6,0.0,41.5,41.5,48.0,12.0,30.326,29.721,17.3,26.5,41.5,12,0.6050000000000004
3315,2022-12-14,38.2,28.0,6.8,30.1,3.5,5.6,282.0,0.08,7.6,0.0,52.0,52.0,47.0,16.0,30.346,29.807,15.0,24.2,52.0,12,0.5390000000000015
3316,2022-12-15,42.6,22.0,6.3,29.9,10.0,14.5,282.0,0.08,7.6,0.0,50.1,50.1,28.0,15.0,30.068,29.751,24.2,32.2,50.1,12,0.3170000000000001
3317,2022-12-16,39.7,27.0,5.1,30.1,3.6,5.5,283.0,0.08,7.6,0.0,56.7,56.7,57.0,10.0,30.319,29.913,17.3,26.5,56.7,12,0.4059999999999988
3318,2022-12-17,37.3,35.0,9.6,30.0,6.4,9.5,283.0,0.08,7.6,0.0,53.6,53.6,64.0,19.0,30.331,29.739,17.3,26.5,53.6,12,0.5919999999999987
3319,2022-12-18,38.7,37.0,14.5,29.8,11.9,17.1,283.0,0.08,7.6,0.0,42.8,42.8,52.0,27.0,29.829,29.67,25.3,36.8,42.8,12,0.1589999999999989
3320,2022-12-19,30.7,58.0,16.9,29.9,7.9,12.7,283.0,0.12,7.64,0.0,38.8,38.8,89.0,35.0,30.179,29.64,23.0,38.0,38.8,12,0.5389999999999979
3321,2022-12-20,30.7,38.0,7.7,30.2,7.6,11.0,283.0,0.12,7.64,0.0,41.5,41.5,56.0,30.0,30.284,30.044,19.6,31.1,41.5,12,0.2399999999999984
3322,2022-12-21,38.5,38.0,14.4,29.6,18.8,25.9,282.0,0.12,7.64,0.0,44.8,44.8,46.0,23.0,30.146,29.526,27.6,46.0,44.8,12,0.620000000000001
3323,2022-12-22,28.0,44.0,7.1,29.9,8.2,12.1,283.0,0.12,7.64,0.0,35.8,35.8,84.0,23.0,30.224,29.609,19.6,33.4,35.8,12,0.6149999999999984
3324,2022-12-23,31.7,23.0,-3.1,30.1,11.0,16.0,283.0,0.12,7.64,0.0,40.8,40.8,44.0,11.0,30.246,29.866,24.2,38.0,40.8,12,0.379999999999999
3325,2022-12-24,32.1,47.0,14.0,29.9,4.9,7.4,283.0,0.12,7.64,0.0,40.1,40.1,60.0,34.0,29.955,29.765,21.9,27.6,40.1,12,0.1899999999999977
3326,2022-12-25,24.0,60.0,11.1,30.0,0.7,1.2,283.0,0.12,7.64,0.0,41.1,41.1,76.0,27.0,30.126,29.785,6.9,11.5,41.1,12,0.3410000000000011
3327,2022-12-26,23.4,73.0,14.9,29.8,2.1,3.4,283.0,0.12,7.64,0.0,42.8,42.8,89.0,33.0,29.974,29.59,13.8,19.6,42.8,12,0.3840000000000003
3328,2022-12-27,15.4,76.0,9.1,29.9,1.9,3.4,283.0,0.13,7.65,0.0,21.6,21.6,89.0,62.0,30.126,29.594,9.2,11.5,21.6,12,0.532
3329,2022-12-28,10.2,73.0,3.1,30.2,1.4,2.4,283.0,0.13,7.65,0.0,16.5,16.5,78.0,59.0,30.336,30.084,8.1,11.5,16.5,12,0.2519999999999989
3330,2022-12-29,18.9,44.0,-2.1,30.2,8.9,12.4,283.0,0.13,7.65,0.0,32.4,32.4,76.0,17.0,30.411,29.847,20.7,31.1,32.4,12,0.5640000000000001
3331,2022-12-30,30.8,42.0,10.2,29.6,8.8,12.5,283.0,0.13,7.65,0.0,39.6,39.6,64.0,30.0,29.858,29.405,27.6,39.1,39.6,12,0.4529999999999994
3332,2022-12-31,9.5,67.0,0.5,30.0,2.0,3.7,283.0,0.13,7.65,0.0,22.9,22.9,74.0,44.0,30.52,29.525,10.4,16.1,22.9,12,0.995000000000001
3333,2022-01-01,2.4,67.0,-6.5,30.4,0.2,0.4,283.0,0.01,0.01,0.0,20.2,20.2,79.0,47.0,30.575,30.227,4.6,6.9,20.0,1,0.347999999999999
3334,2022-02-01,13.7,57.0,-0.8,30.3,0.4,0.7,283.0,0.02,0.02,0.0,41.3,41.3,77.0,20.0,30.575,30.054,8.1,11.5,41.3,1,0.5210000000000008
3335,2022-03-01,31.9,45.0,10.0,30.0,3.3,5.1,283.0,0.02,0.02,0.0,54.2,54.2,80.0,19.0,30.248,29.735,16.1,24.2,54.2,1,0.5130000000000017
3336,2022-04-01,44.0,24.0,9.1,29.8,10.0,13.8,282.0,0.02,0.02,0.0,55.1,55.1,35.0,15.0,29.909,29.647,27.6,34.5,55.1,1,0.2620000000000004
3337,2022-05-01,43.7,25.0,7.9,29.8,6.4,9.4,283.0,0.02,0.02,0.0,54.5,54.5,49.0,11.0,29.846,29.626,26.5,31.1,54.5,1,0.2199999999999988
3338,2022-06-01,36.2,47.0,16.9,29.5,5.9,8.8,283.0,0.02,0.02,0.0,43.2,43.2,87.0,28.0,29.64,29.406,17.3,26.5,43.2,1,0.2340000000000017
3339,2022-07-01,30.1,53.0,14.5,29.8,11.5,16.5,283.0,0.02,0.02,0.0,35.2,35.2,78.0,37.0,29.998,29.591,31.1,42.6,35.2,1,0.407
3340,2022-08-01,33.1,42.0,11.3,30.1,10.1,8.7,317.0,0.02,0.02,0.0,49.4,49.4,70.0,20.0,30.445,29.891,34.5,47.2,49.4,1,0.554000000000002
3341,2022-12-01,26.7,66.0,16.4,30.2,1.5,2.5,283.0,0.05,0.05,0.0,43.8,43.8,79.0,28.0,30.312,30.103,9.2,12.7,43.8,1,0.2089999999999996
3342,2022-01-13,16.9,61.0,4.4,30.4,0.5,1.1,283.0,0.05,0.05,0.0,37.8,37.8,80.0,24.0,30.546,30.239,6.9,12.7,37.8,1,0.3069999999999986
3343,2022-01-14,18.2,52.0,-0.2,30.4,0.5,0.9,283.0,0.05,0.05,0.0,43.6,43.6,79.0,11.0,30.633,30.207,5.8,11.5,43.6,1,0.4259999999999984
3344,2022-01-15,33.1,44.0,12.6,30.1,6.7,9.5,283.0,0.05,0.05,0.0,46.1,46.1,71.0,27.0,30.229,29.868,20.7,28.8,46.1,1,0.3610000000000006
3345,2022-01-16,32.9,56.0,18.5,29.9,4.2,6.4,283.0,0.05,0.05,0.0,40.6,40.6,74.0,36.0,29.948,29.813,16.1,26.5,40.6,1,0.1350000000000015
3346,2022-01-17,38.4,40.0,15.3,29.7,12.3,17.7,282.0,0.05,0.05,0.0,45.8,45.8,60.0,23.0,29.913,29.492,34.5,49.5,45.8,1,0.4209999999999994
3347,2022-01-18,30.2,63.0,18.6,29.8,5.2,7.7,283.0,0.06,0.06,0.0,37.5,37.5,83.0,40.0,30.158,29.508,17.3,25.3,37.5,1,0.6500000000000021
3348,2022-01-19,31.6,42.0,10.9,30.1,13.6,18.4,283.0,0.06,0.06,0.0,38.9,38.9,54.0,31.0,30.245,29.969,26.5,40.3,38.9,1,0.2759999999999998
3349,2022-01-20,40.8,37.0,15.8,29.8,10.8,15.5,283.0,0.06,0.06,0.0,47.6,47.6,53.0,26.0,30.029,29.551,25.3,40.3,47.6,1,0.4780000000000015
3350,2022-01-21,36.2,44.0,12.6,29.4,8.6,12.7,283.0,0.06,0.06,0.0,47.7,47.7,86.0,16.0,29.615,29.225,26.5,31.1,47.7,1,0.389999999999997
3351,2022-01-22,20.4,42.0,0.5,30.0,7.7,11.6,283.0,0.1,0.1,0.0,28.8,28.8,72.0,28.0,30.207,29.615,27.6,38.0,28.8,1,0.5920000000000023
3352,2022-01-23,23.5,39.0,2.0,30.0,14.4,20.4,283.0,0.1,0.1,0.0,29.0,29.0,47.0,27.0,30.184,29.852,31.1,42.6,29.0,1,0.3320000000000007
3353,2022-01-24,21.1,58.0,8.1,30.1,4.2,7.0,283.0,0.13,0.13,0.0,28.2,28.2,82.0,33.0,30.294,29.982,20.7,26.5,28.2,1,0.3120000000000011
3354,2022-01-25,24.7,42.0,4.3,30.1,8.6,12.5,283.0,0.13,0.13,0.0,33.2,33.2,70.0,25.0,30.172,29.986,23.0,34.5,33.2,1,0.1859999999999999
3355,2022-01-26,29.2,39.0,6.9,30.1,10.6,15.9,283.0,0.13,0.13,0.0,37.9,37.9,53.0,26.0,30.223,30.006,23.0,35.7,37.9,1,0.2169999999999987
3356,2022-01-27,35.5,41.0,13.7,29.8,15.9,22.6,282.0,0.13,0.13,0.0,44.2,44.2,61.0,29.0,30.058,29.511,29.9,48.3,44.2,1,0.5470000000000006
3357,2022-01-28,21.3,57.0,7.2,30.1,4.6,7.4,283.0,0.13,0.13,0.0,31.8,31.8,80.0,26.0,30.304,29.717,17.3,26.5,31.8,1,0.5869999999999997
3358,2022-01-29,25.8,22.0,-8.3,30.0,7.7,12.4,283.0,0.13,0.13,0.0,35.6,35.6,40.0,14.0,30.163,29.86,21.9,34.5,35.6,1,0.3030000000000008
3359,2022-01-30,31.9,15.0,-10.6,29.8,15.0,21.4,283.0,0.13,0.13,0.0,41.8,41.8,24.0,10.0,29.89,29.676,29.9,46.0,41.8,1,0.2140000000000022
3360,2022-01-31,36.6,21.0,0.5,29.8,11.1,16.1,282.0,0.13,0.13,0.0,44.6,44.6,27.0,16.0,29.904,29.699,21.9,34.5,44.6,1,0.2049999999999983
3361,2022-01-02,40.0,27.0,7.2,29.8,5.0,7.5,282.0,0.0,0.13,0.0,54.1,54.1,44.0,15.0,29.98,29.666,18.4,26.5,54.1,2,0.314
3362,2022-02-02,41.5,30.0,11.8,29.6,10.9,16.2,283.0,0.0,0.13,0.0,47.7,47.7,38.0,23.0,29.785,29.477,24.2,33.4,47.7,2,0.3079999999999998
3363,2022-03-02,42.3,36.0,16.7,29.3,9.5,14.2,283.0,0.0,0.13,0.0,50.2,50.2,44.0,24.0,29.503,29.175,26.5,44.9,50.2,2,0.3279999999999994
3364,2022-04-02,38.5,39.0,14.3,29.5,7.4,11.4,283.0,0.0,0.13,0.0,46.2,46.2,72.0,20.0,29.641,29.381,19.6,26.5,46.2,2,0.259999999999998
3365,2022-05-02,36.5,40.0,13.2,29.4,7.4,10.9,283.0,0.0,0.13,0.0,42.6,42.6,66.0,23.0,29.496,29.343,21.9,31.1,42.6,2,0.1529999999999987
3366,2022-06-02,13.9,72.0,6.6,29.7,3.5,5.6,283.0,0.0,0.13,0.0,27.5,27.5,82.0,59.0,30.108,29.392,11.5,16.1,27.5,2,0.7160000000000011
3367,2022-07-02,6.9,46.0,-10.9,30.3,8.9,13.6,283.0,0.0,0.13,0.0,15.1,15.1,76.0,27.0,30.431,30.086,27.6,42.6,15.1,2,0.3450000000000024
